iteration,best_fitness,mean_fitness,std_fitness,best_directivity_dbi,inertia_weight
0,110.09619910498935,27.186710195625885,24.352513552081987,12.550404530194118,0.9
1,112.64482394638176,36.76180051618905,31.810141476505073,13.580401264568934,0.8966666666666667
2,112.64482394638176,61.89205189712508,36.104019872832396,13.580401264568934,0.8933333333333333
3,113.73602115133977,81.30829596086986,38.963043659259334,14.630632194040844,0.89
4,114.72754754761554,86.79251152025448,39.977082121826534,15.173550995786606,0.8866666666666667
5,114.72754754761554,91.71283973115524,33.02711328965762,15.173550995786606,0.8833333333333333
6,115.38222532949811,91.66395697101777,33.60348155925419,15.712781988193893,0.88
7,115.46755855392331,98.82240722312058,31.65713969970567,15.997645529868368,0.8766666666666667
8,115.46755855392331,98.02455967975325,32.108197624687165,15.997645529868368,0.8733333333333334
9,115.7539269334618,98.18776332771493,26.687150032150036,15.808032407206113,0.87
10,115.7539269334618,101.50717840860145,26.421751610614074,15.808032407206113,0.8666666666666667
11,115.7539269334618,104.89781477828754,20.540693135794264,15.808032407206113,0.8633333333333334
12,115.7539269334618,104.72045720976601,22.574862399948437,15.808032407206113,0.86
13,115.7539269334618,105.83616995499531,21.391516948681357,15.808032407206113,0.8566666666666667
14,115.92110965851364,106.95727157763538,20.830159884761965,16.43413868252404,0.8533333333333334
15,116.20725047189997,104.41212097940308,26.607166056926403,16.398581049805628,0.85
16,116.20725047189997,107.35172130777079,20.58339743584578,16.398581049805628,0.8466666666666667
17,116.28124614714268,105.42304531921927,21.785435884227525,16.472187048732906,0.8433333333333334
18,116.28124614714268,107.05473362402775,20.9041489229568,16.472187048732906,0.8400000000000001
19,116.31572275776468,105.68230366499316,22.593952659106936,16.434515706513913,0.8366666666666667
20,116.38198103159571,106.56070388052702,22.962644544732182,16.560979282007015,0.8333333333333334
21,116.38198103159571,106.29229089305895,25.277669540030725,16.560979282007015,0.8300000000000001
22,116.44716456457907,106.68277417353282,24.071068470469733,16.46992705286786,0.8266666666666667
23,116.44716456457907,107.14291648248614,25.623172598268088,16.46992705286786,0.8233333333333334
24,116.44716456457907,106.84407816966377,23.675064265521762,16.46992705286786,0.8200000000000001
25,116.72174532202973,106.88706628259756,24.060632668756725,16.79877029942544,0.8166666666666667
26,116.77784836242343,106.44369648947772,23.476765380059245,16.840778725883958,0.8133333333333334
27,116.77784836242343,106.90080319977686,24.010125381362172,16.840778725883958,0.81
28,116.77784836242343,107.84451407846437,20.59515287801806,16.840778725883958,0.8066666666666666
29,116.77784836242343,106.93354994256748,26.729868732989022,16.840778725883958,0.8033333333333333
30,116.77784836242343,107.85377937138256,23.76480380292938,16.840778725883958,0.8
31,116.9188699766544,107.70680805239212,26.784039834720357,16.98276237559314,0.7966666666666666
32,116.9188699766544,108.2540008813202,23.153143369240038,16.98276237559314,0.7933333333333333
33,116.95128505250665,108.65219720322604,22.745827119673603,17.147395947433758,0.79
34,117.15539377449032,109.75451527336878,20.52961073245795,17.271942210854164,0.7866666666666667
35,117.15539377449032,108.71177811820193,22.5824549597042,17.271942210854164,0.7833333333333333
36,117.15539377449032,108.36770334007383,23.385627362434164,17.271942210854164,0.78
37,117.15539377449032,108.64657553073765,25.25077084398475,17.271942210854164,0.7766666666666667
38,117.22339245502025,108.87600659654368,24.830993564625338,17.284775928895858,0.7733333333333333
39,117.22339245502025,109.5796061640056,23.72816415944239,17.284775928895858,0.77
40,117.22339245502025,109.75049330183606,21.492096732814613,17.284775928895858,0.7666666666666667
41,117.22339245502025,110.17693432283595,21.596400925476235,17.284775928895858,0.7633333333333334
42,117.29641305945513,109.53363516098507,24.607376130762187,17.296413059459084,0.76
43,117.30255560693779,111.69454904865732,19.81164723284988,17.302555606941652,0.7566666666666667
44,117.30255560693779,111.5900112456824,21.534618525553473,17.302555606941652,0.7533333333333334
45,117.30285141386699,112.11162720068282,18.92617577301956,17.302851413870947,0.75
46,117.30285141386699,111.80230325500371,21.451343400216743,17.302851413870947,0.7466666666666667
47,117.30285141386699,111.5918774957607,23.58960947087399,17.302851413870947,0.7433333333333334
48,117.30285141386699,111.64317070644789,21.390057667504266,17.302851413870947,0.74
49,117.31453340738729,112.94223035678647,17.659293541642484,17.314533407391224,0.7366666666666667
50,117.40614456401813,113.00296636498308,16.642495634250725,17.406144564021954,0.7333333333333334
51,117.40614456401813,112.3107263910995,21.777233696586748,17.406144564021954,0.73
52,117.42308750056313,112.11704437523841,20.873249196921,17.423087500566915,0.7266666666666667
53,117.50552918699522,112.37743081923209,21.330608792555886,17.519405965283468,0.7233333333333334
54,117.50552918699522,112.0580912583186,23.076312300940923,17.519405965283468,0.72
55,117.50552918699522,111.9132761798389,24.177790679259456,17.519405965283468,0.7166666666666667
56,117.53110716394715,112.92111526205838,19.29393713349739,17.53110716395087,0.7133333333333334
57,117.54972387514603,112.91687298174999,19.27265505376844,17.549723875149734,0.71
58,117.58747450449452,111.87413837857332,25.131616215141115,17.587474504498164,0.7066666666666667
59,117.58747450449452,112.4209143395619,21.91722779605399,17.587474504498164,0.7033333333333334
60,117.596609776499,113.12600658259257,20.016862359062397,17.596609776502614,0.7
61,117.60225411495229,112.85880179004653,20.366603758068432,17.606787204802103,0.6966666666666667
62,117.60225411495229,112.58591467366303,22.63863239504564,17.606787204802103,0.6933333333333334
63,117.64784875987309,112.56252966496291,22.113087971575986,17.647848759876624,0.6900000000000001
64,117.64784875987309,112.3459656974289,23.829097286222623,17.647848759876624,0.6866666666666666
65,117.69068429633593,113.05776431667891,20.665158287869478,17.69944493048427,0.6833333333333333
66,117.72233008947182,112.88817195759424,21.595781081933158,17.72233008947535,0.68
67,117.74831706911104,113.5305234399569,18.963224377419564,17.76556596754981,0.6766666666666667
68,117.74831706911104,113.99645839249017,16.803829153557242,17.76556596754981,0.6733333333333333
69,117.74831706911104,112.38154558988278,24.790475328470492,17.76556596754981,0.67
70,117.74831706911104,112.81204257708188,22.619927809823732,17.76556596754981,0.6666666666666667
71,117.74831706911104,113.22144194475766,21.085199913835734,17.76556596754981,0.6633333333333333
72,117.75328058383106,112.98577909656673,22.345353395970818,17.75328058383448,0.66
73,117.78808062120315,113.67071134991583,19.421859943656965,17.788080621206547,0.6566666666666667
