generation,best_fitness,mean_fitness,std_fitness,best_directivity_dbi
0,0.863793269037061,0.7272737375373284,0.10802199712671551,18.13774003174685
1,0.8687700197463444,0.7865891743887321,0.06745311636555515,17.025759780371704
2,0.8953403580207778,0.8242469557215969,0.03471028659102172,17.928882008931634
3,0.8963847836299424,0.8458154337798578,0.028488942150319944,17.316122010104095
4,0.8963847836299424,0.8586777463325711,0.023241381764965725,17.316122010104095
5,0.9061149435935776,0.8677837235804138,0.01910168292344283,17.92626056213548
6,0.9115182591869398,0.8749408446348159,0.018661732821367884,17.992192589399256
7,0.9126647068379833,0.8854756278854424,0.015827474323894523,18.32120583945114
8,0.9126647068379833,0.8876830939149679,0.014367844331728306,18.32120583945114
9,0.9126647068379833,0.892195718953522,0.01249318971123936,18.32120583945114
10,0.9126647068379833,0.8944070070439247,0.010605841740690281,18.32120583945114
11,0.9197056621337829,0.897464762263855,0.010645520560597175,17.627393347921018
12,0.9197056621337829,0.8991918988104755,0.009883149709452645,17.627393347921018
13,0.9255635342568589,0.902218666785372,0.009793467057973479,17.923533370428014
14,0.9255635342568589,0.903762720319465,0.009564414390639396,17.923533370428014
15,0.9255635342568589,0.9056169829342717,0.009076748350101776,17.923533370428014
16,0.9322058295290874,0.9076569359509276,0.008914955427162283,18.14950743418044
17,0.9322058295290874,0.9089527965649816,0.009023055317508225,18.14950743418044
18,0.9351276782391921,0.9102117396276523,0.00955714389678438,18.373422971669193
19,0.9351276782391921,0.911524436301593,0.009463435520393106,18.373422971669193
20,0.9351276782391921,0.9134082518119087,0.00913909268652524,18.373422971669193
21,0.9351276782391921,0.9139955393979204,0.009472327079891759,18.373422971669193
22,0.9351276782391921,0.9151387613966927,0.008950841051087528,18.373422971669193
23,0.9351276782391921,0.9160435672667185,0.008385469930572997,18.373422971669193
24,0.9351276782391921,0.9168806274475526,0.00789643268656588,18.373422971669193
25,0.9351276782391921,0.917254208552698,0.007875050942659069,18.373422971669193
26,0.9351276782391921,0.9186165756074849,0.007570046839404099,18.373422971669193
27,0.9351276782391921,0.9204727346719725,0.0072198092930059726,18.373422971669193
28,0.9351276782391921,0.9213491679439136,0.006627616766470411,18.373422971669193
29,0.9351276782391921,0.9230900930123751,0.00653207316914969,18.373422971669193
30,0.9355372339201713,0.9248619827998646,0.0054479774330078575,18.343058726916055
31,0.9355372339201713,0.9256365046070312,0.005301462168365449,18.343058726916055
32,0.9355372339201713,0.9259712385504055,0.005204473550163658,18.343058726916055
33,0.9355372339201713,0.9264993334713215,0.005359529189459758,18.343058726916055
34,0.9372929195356738,0.9276024934985617,0.0052769798331352685,18.31990613406677
35,0.9372929195356738,0.9288275365880818,0.004567757140314149,18.31990613406677
36,0.9378093032474648,0.9300078735680505,0.00443135910078441,18.198917292296276
37,0.9397075486415866,0.930903769458679,0.004249601037023388,18.07886572024352
38,0.9397075486415866,0.9317244410559988,0.004649772401393436,18.07886572024352
39,0.9445343661243045,0.9325068719337735,0.004947118415619314,18.457783897312435
40,0.9445343661243045,0.9339178476195897,0.004789250726313416,18.457783897312435
41,0.9445343661243045,0.9348935306876228,0.004094610064453722,18.457783897312435
42,0.9445343661243045,0.9357063333302722,0.003966858248792534,18.457783897312435
43,0.9452081286770119,0.9366541102607038,0.0036578673836555895,18.452599456072456
44,0.9452081286770119,0.9372158827951917,0.003464014197132688,18.452599456072456
45,0.9478032915188235,0.9379238751625539,0.003961927866994402,18.357654618160403
46,0.9478032915188235,0.9395506028587499,0.004107116034702834,18.357654618160403
47,0.9478032915188235,0.9410956625089361,0.003850312696138806,18.357654618160403
48,0.9478032915188235,0.941715043110303,0.0033663927009103013,18.357654618160403
49,0.9478032915188235,0.9428197633840898,0.0029566732590044116,18.357654618160403
50,0.9508247774393701,0.9436330966971289,0.0030922187742155396,18.508985094335003
51,0.9521727494573089,0.9445363617228887,0.003009780846641717,18.695027250728
52,0.9521727494573089,0.9454608992637893,0.0027792486678770776,18.695027250728
53,0.9521727494573089,0.946295083743278,0.0025016797385204966,18.695027250728
54,0.9521727494573089,0.9469151675630724,0.002548761903307294,18.695027250728
55,0.9521727494573089,0.9474220931565003,0.0023895085347625973,18.695027250728
56,0.9529876233653807,0.948110857600283,0.002469581801726828,18.57050307157507
57,0.9529876233653807,0.9485815896224086,0.0023730307815942766,18.57050307157507
58,0.9529876233653807,0.9489472926811524,0.002232453452312777,18.57050307157507
59,0.9552049766952261,0.9493247052786317,0.002341894549450349,18.341518678799016
60,0.9552049766952261,0.9498163162881541,0.002375279483966993,18.341518678799016
61,0.9552049766952261,0.9504187721650993,0.0019334089033755605,18.341518678799016
62,0.9552049766952261,0.9506046223839028,0.0019722254845825557,18.341518678799016
63,0.955644931324688,0.9509280457516113,0.002021052734704839,18.36359778229783
64,0.955644931324688,0.951100840901722,0.001994931307354351,18.36359778229783
65,0.955644931324688,0.951467235521909,0.0017485160628144814,18.36359778229783
66,0.955644931324688,0.9517852319295343,0.0017350053515236684,18.36359778229783
67,0.955644931324688,0.9519502621284573,0.0016590346153896088,18.36359778229783
68,0.955644931324688,0.9521934703296328,0.0015166291702532735,18.36359778229783
69,0.9565017601369749,0.9524247731992651,0.0016649163083681596,18.59879079368152
70,0.9565017601369749,0.9526650778307504,0.0015061024020315813,18.59879079368152
71,0.9570326052558922,0.9530624979730163,0.001661762357483482,18.4447457945909
72,0.9570326052558922,0.9532629887065756,0.0016378967027827476,18.4447457945909
73,0.9570326052558922,0.9535274559522694,0.0015688721230960043,18.4447457945909
74,0.9570326052558922,0.9536202713863106,0.0015341872530978376,18.4447457945909
75,0.9570326052558922,0.9539413989302279,0.0013635325294214333,18.4447457945909
76,0.9570326052558922,0.9541814312395437,0.0013354249164382092,18.4447457945909
77,0.9577251263361731,0.9544419482665384,0.0013177914436397556,18.464153889226925
78,0.9577251263361731,0.9547656731308692,0.0012884835167957021,18.464153889226925
79,0.9577251263361731,0.9549599376733788,0.0012130089313973113,18.464153889226925
80,0.9577251263361731,0.9551004851654546,0.0010619250010162054,18.464153889226925
81,0.9577251263361731,0.9553366634599536,0.0009982863750384976,18.464153889226925
