objective,directivity_dbi,cone_power,cone_power_ratio,cone_power_percent,sll_db,min_spacing_mm,peak_theta_deg,peak_phi_deg,grad_norm,iteration
0.7549168382929672,21.55150056263258,0.7549168382929672,0.7549168382929672,75.49168382929672,-14.572316005941893,36.94250146803532,0.0,0.0,0.6582193842266272,0
0.774071837219,21.562809268240606,0.774071837219,0.774071837219,77.4071837219,-14.569520155905026,37.026111486104305,0.0,0.0,0.6080456121847528,1
0.7907140085364253,21.55350816744136,0.7907140085364253,0.7907140085364253,79.07140085364253,-14.27188826645789,37.02271527925944,0.0,0.0,0.5464357600382272,2
0.8044367558087431,21.52424867331161,0.8044367558087431,0.8044367558087431,80.44367558087431,-14.008862269599708,36.583111584895356,0.0,0.0,0.4820962800019499,3
0.8153449918388471,21.477314503723157,0.8153449918388471,0.8153449918388471,81.53449918388472,-13.766358458617463,36.055996792045015,0.0,0.0,0.423819736923085,4
0.8239756999057851,21.416939505361576,0.8239756999057851,0.8239756999057851,82.39756999057852,-13.565645230365558,35.44350517896762,0.0,0.0,0.3774218890191501,5
0.8310455458952833,21.34778540481161,0.8310455458952833,0.8310455458952833,83.10455458952833,-13.425099123965552,34.78444053025276,0.0,0.0,0.3445407361384002,6
0.8372427024865092,21.273878293757736,0.8372427024865092,0.8372427024865092,83.72427024865092,-13.341357412286072,34.116031876367394,0.0,0.0,0.32309295664951343,7
0.8430700870907156,21.19802185033184,0.8430700870907156,0.8430700870907156,84.30700870907157,-13.317974111717831,33.46732849565792,0.0,0.0,0.309371520001104,8
0.848820911377479,21.12177861445085,0.848820911377479,0.848820911377479,84.88209113774789,-13.35581424016202,32.861883735494594,0.0,0.0,0.30019872121249425,9
0.8546339326126441,21.04575828332669,0.8546339326126441,0.8546339326126441,85.46339326126441,-13.445196973479536,32.3185690984695,0.0,0.0,0.29366421056324615,10
0.8605552605847964,20.96995314838251,0.8605552605847964,0.8605552605847964,86.05552605847964,-13.575693775633976,31.850623960285073,0.0,0.0,0.28885822222324803,11
0.8665857813110595,20.89401444747725,0.8665857813110595,0.8665857813110595,86.65857813110594,-13.758584183285404,31.300142375728026,0.0,0.0,0.28537959362540827,12
0.8727076111679805,20.817435209373862,0.8727076111679805,0.8727076111679805,87.27076111679804,-13.990956408757413,30.600669861688488,0.0,0.0,0.2830242613459553,13
0.8788905964196491,20.739662073060778,0.8788905964196491,0.8788905964196491,87.8890596419649,-14.26184167787288,29.93506425932455,0.0,0.0,0.28164909624956497,14
0.8850911371225326,20.660167353226807,0.8850911371225326,0.8850911371225326,88.50911371225327,-14.581901774221386,29.302044279779512,0.0,0.0,0.28107671455347977,15
0.8912570499406958,20.57849227060661,0.8912570499406958,0.8912570499406958,89.12570499406958,-14.944212212377046,28.694739954488224,0.0,0.0,0.28104649940344867,16
0.8973398369060861,20.49428602294002,0.8973398369060861,0.8973398369060861,89.73398369060861,-15.340062374482509,28.10389076299176,0.0,0.0,0.28121263936595164,17
0.9033039768077864,20.407331435371518,0.9033039768077864,0.9033039768077864,90.33039768077865,-15.769941510269827,27.52132015156486,0.0,0.0,0.28114620746041497,18
0.9091269241242744,20.3175378399483,0.9091269241242744,0.9091269241242744,90.91269241242745,-15.211717054615681,26.94246919008652,0.0,0.0,0.28034667699710597,19
0.914792725296334,20.224917939928694,0.914792725296334,0.914792725296334,91.4792725296334,-14.594245892283759,26.366838999380608,0.0,0.0,0.2782794983916951,20
0.9202853224390738,20.129574071685482,0.9202853224390738,0.9202853224390738,92.02853224390738,-14.023805330327852,25.79663697244095,0.0,0.0,0.274436863330199,21
0.9255843572632204,20.031694006072847,0.9255843572632204,0.9255843572632204,92.55843572632205,-13.494044479980298,25.235163823401354,0.0,0.0,0.26840569515564094,22
0.9306633834030225,19.931544248617257,0.9306633834030225,0.9306633834030225,93.06633834030225,-12.999795047728014,24.685874769167764,0.0,0.0,0.25990907505941446,23
0.9354904271797191,19.8294637252986,0.9354904271797191,0.9354904271797191,93.54904271797191,-12.537966199536124,24.152062902012716,0.0,0.0,0.2488008625170076,24
0.9400302320032756,19.725866332251798,0.9400302320032756,0.9400302320032756,94.00302320032756,-12.106175258864468,23.636839056590777,0.0,0.0,0.23504095410989045,25
0.944246985880402,19.62125134290102,0.944246985880402,0.944246985880402,94.4246985880402,-11.701854347307474,23.143185914325915,0.0,0.0,0.21868113207894033,26
0.9481070252943267,19.516216963227386,0.9481070252943267,0.9481070252943267,94.81070252943266,-11.323891825647465,22.673974156167343,0.0,0.0,0.19986692179354373,27
0.9515814936297757,19.411473013815495,0.9515814936297757,0.9515814936297757,95.15814936297757,-10.97128106661036,22.23188474396392,0.0,0.0,0.1788529699250475,28
0.9546488754409325,19.307848644120547,0.9546488754409325,0.9546488754409325,95.46488754409324,-10.643174181422253,21.81922266539174,0.0,0.0,0.15603389016864314,29
0.957297228027199,19.206291697565828,0.957297228027199,0.957297228027199,95.72972280271989,-10.339066387811558,21.437660063312325,0.0,0.0,0.13200164109840617,30
0.9595260296430831,19.10785877272511,0.9595260296430831,0.9595260296430831,95.95260296430831,-10.059612101551668,21.08799890666778,0.0,0.0,0.10766156715874717,31
0.9613476952335771,19.013695943090358,0.9613476952335771,0.9613476952335771,96.1347695233577,-9.805056832698915,20.77005477513359,0.0,0.0,0.08449718646555436,32
0.9627886482548426,18.925006560675083,0.9627886482548426,0.9627886482548426,96.27886482548426,-9.57633996545935,20.48271173999715,0.0,0.0,0.06517942331147028,33
